,vid_name,labeled_SVO_ts,labeled_train_SVO_ts
694,s02e19_seg02_clip_03,"[('woman', 'hold', 'clipboard')]","[(0, 6, 2)]"
695,s02e19_seg02_clip_04,"[('Leonard', 'carry', 'box'), ('Penny', 'leave', 'Sheldon'), ('Leonard', 'carry', 'box')]","[(0, 6, 2), (2, 21, 5), (0, 6, 2)]"
696,s02e19_seg02_clip_05,"[('Sheldon', 'write', 'equation'), ('Penny', 'buy', 'clothes'), ('Sheldon', 'close', 'door'), ('Sheldon', 'close', 'door'), ('Penny', 'sit', 'couch'), ('Penny', 'sit', 'couch'), ('Sheldon', 'enter', 'apartment')]","[(2, 16, 1), (1, 33, 0), (1, 33, 0), (2, 14, 0), (2, 14, 0), (1, 17, 0), (1, 41, 9)]"
697,s02e19_seg02_clip_06,"[('Penny', 'call', 'behavior'), ('Sheldon', 'pick', 'mug'), ('Howard', 'hold', 'router'), ('Howard', 'hold', 'router')]","[(2, 29, 2), (1, 11, 12), (3, 41, 8), (3, 41, 8)]"
698,s02e19_seg02_clip_07,[],[]
699,s02e19_seg02_clip_08,"[('Alicia', 'drink', 'wine'), ('Penny', 'drink', 'wine')]","[(2, 24, 12), (2, 2, 12)]"
700,s02e19_seg02_clip_09,"[('Raj', 'take', 'sip'), ('Howard', 'hold', 'pencil'), ('Penny', 'hold', 'shoe'), ('Penny', 'sit', 'couch'), ('Howard', 'hold', 'screw driver'), ('Penny', 'enter', 'apartment'), ('Raj', 'take', 'wine')]","[(4, 6, 12), (3, 41, 2), (2, 41, 1), (2, 14, 0), (3, 41, 0), (2, 17, 0), (4, 6, 12)]"
701,s02e19_seg02_clip_10,"[('Penny', 'sit', 'sofa'), ('Sheldon', 'sit', 'on'), ('Sheldon', 'pick', 'remote control')]","[(2, 14, 0), (1, 11, 8), (2, 14, 0)]"
702,s02e19_seg02_clip_11,"[('Howard', 'ask', 'occasion'), ('Sheldon', 'ask', 'chicken'), ('Sheldon', 'ask', 'Penny'), ('Penny', 'hold', 'shoe')]","[(3, 28, 2), (1, 28, 12), (1, 28, 5), (2, 41, 1)]"
703,s02e19_seg02_clip_12,"[('Alicia', 'wear', 'dress'), ('Leonard', 'open', 'door'), ('Leonard', 'leave', 'apartment'), ('Sheldon', 'sit', 'next'), ('Howard', 'leave', 'apartment'), ('Raj', 'leave', 'apartment')]","[(0, 30, 0), (0, 21, 0), (3, 21, 0), (4, 21, 0), (0, 21, 0), (0, 30, 0)]"
704,s02e19_seg02_clip_13,"[('Penny', 'hold', 'Chopsticks'), ('Penny', 'use', 'fork'), ('Alicia', 'hold', 'basket')]","[(2, 41, 14), (2, 41, 12), (1, 41, 12)]"
705,s02e19_seg02_clip_14,"[('Penny', 'ask', 'Alicia')]","[(2, 28, 5)]"
706,s02e19_seg02_clip_15,"[('Alicia', 'wear', 'shirt'), ('Penny', 'eat', 'food'), ('Sheldon', 'open', 'apartment'), ('Sheldon', 'open', 'door')]","[(2, 24, 12), (1, 30, 0), (1, 30, 0), (1, 30, 0)]"
707,s02e19_seg02_clip_16,"[('Leonard', 'hand', 'Bottle'), ('Penny', 'receive', 'water'), ('Penny', 'hold', 'chopstick'), ('Penny', 'take', 'dumpling'), ('Leonard', 'eat', 'food'), ('Leonard', 'eat', 'food'), ('Leonard', 'hand', 'to')]","[(0, 31, 12), (2, 11, 12), (2, 41, 14), (2, 6, 12), (0, 24, 12), (0, 24, 12), (0, 11, 12)]"
708,s02e20_seg01_clip_00,"[('Sheldon', 'call', 'rut'), ('Sheldon', 'groan', 'about')]","[(1, 29, 10), (4, 38, 13)]"
709,s02e20_seg01_clip_01,"[('Howard', 'pick', 'food'), ('Howard', 'sit', 'with')]","[(3, 11, 12), (3, 14, 0)]"
710,s02e20_seg01_clip_02,"[('Howard', 'call', 'equation')]","[(3, 29, 2)]"
711,s02e20_seg02_clip_00,"[('Penny', 'ask', 'Sheldon'), ('Penny', 'ask', 'guy'), ('Penny', 'ask', 'for'), ('Penny', 'ask', 'Sheldon'), ('Sheldon', 'give', 'lecture'), ('Penny', 'ask', 'favor'), ('Penny', 'ask', 'Leonard'), ('Sheldon', 'give', 'Penny')]","[(2, 28, 5), (2, 28, 5), (2, 28, 5), (1, 31, 2), (2, 28, 21), (2, 28, 5), (1, 31, 5), (2, 33, 13)]"
712,s02e20_seg02_clip_01,[],[]
713,s02e20_seg02_clip_02,"[('Leonard', 'pick', 'book'), ('clerk', 'put', 'book')]","[(0, 11, 2), (8, 28, 5)]"
714,s02e20_seg02_clip_03,"[('Howard', 'pick', 'book'), ('Sheldon', 'pick', 'book'), ('Penny', 'ask', 'Stewart')]","[(3, 11, 2), (1, 11, 2), (2, 28, 5)]"
715,s02e20_seg02_clip_04,"[('Stuart', 'wear', 'jacket'), ('Penny', 'pick', 'sketchpad')]","[(8, 9, 1), (2, 11, 2)]"
716,s02e20_seg02_clip_05,"[('Stuart', 'give', 'Penny'), ('man', 'wear', 'shirt')]","[(8, 31, 5), (8, 31, 2)]"
717,s02e20_seg02_clip_06,"[('Leonard', 'ask', 'stranger'), ('Leonard', 'watch', 'television'), ('Leonard', 'hold', 'remote'), ('Sheldon', 'talk', 'to'), ('Sheldon', 'carry', 'food'), ('Leonard', 'leave', 'remote control'), ('Sheldon', 'talk', 'to')]","[(0, 28, 5), (0, 19, 19), (0, 41, 8), (1, 6, 12), (0, 21, 8), (1, 6, 1), (4, 42, 0)]"
718,s02e20_seg02_clip_07,"[('Sheldon', 'see', 'Penny'), ('Sheldon', 'see', 'Stuart'), ('Penny', 'exit', 'apartment'), ('Leonard', 'get', 'attention')]","[(1, 19, 5), (1, 19, 5), (2, 21, 0), (0, 17, 21)]"
719,s02e20_seg02_clip_08,"[('Howard', 'enter', 'apartment'), ('Howard', 'take', 'off'), ('Leonard', 'stand', 'in')]","[(3, 17, 0), (3, 38, 1), (4, 40, 1)]"
720,s02e20_seg02_clip_09,"[('Howard', 'call', 'Leonard'), ('Howard', 'get', 'stool'), ('Raj', 'sit', 'at')]","[(3, 29, 5), (3, 17, 0), (3, 21, 5)]"
721,s02e20_seg02_clip_10,"[('Stuart', 'ask', 'Sheldon'), ('Stuart', 'ask', 'topic'), ('Penny', 'open', 'apartment'), ('Penny', 'open', 'door'), ('Stuart', 'shake', 'head')]","[(8, 28, 5), (8, 28, 2), (2, 30, 0), (2, 30, 0), (8, 38, 13)]"
722,s02e20_seg02_clip_11,"[('Raj', 'ask', 'Barkeep'), ('Howard', 'sit', 'with'), ('Howard', 'sit', 'at')]","[(4, 28, 5), (1, 17, 0), (8, 17, 0)]"
723,s02e20_seg02_clip_12,"[('Howard', 'put', 'on'), ('Sheldon', 'hold', 'cup'), ('Sheldon', 'hold', 'book'), ('Sheldon', 'talk', 'to')]","[(1, 41, 12), (1, 41, 2), (1, 6, 12), (1, 6, 12)]"
724,s02e20_seg02_clip_13,"[('Stuart', 'pick', 'book'), ('Stuart', 'hold', 'book'), ('Stuart', 'describe', 'plot'), ('Sheldon', 'hold', 'book')]","[(8, 11, 2), (8, 41, 2), (1, 41, 2), (1, 19, 2)]"
725,s02e20_seg02_clip_14,"[('woman', 'hold', 'glass')]","[(4, 26, 5)]"
726,s02e21_seg01_clip_00,"[('Howard', 'ask', 'Leonard'), ('Leonard', 'hold', 'box'), ('Howard', 'pull', 'phone'), ('Howard', 'put', 'plate'), ('Howard', 'eat', 'food'), ('Raj', 'eat', 'food'), ('Sheldon', 'eat', 'food'), ('Leonard', 'eat', 'food'), ('Howard', 'take', 'phone')]","[(3, 28, 5), (0, 41, 2), (3, 40, 8), (3, 2, 12), (3, 24, 12), (4, 24, 12), (1, 24, 12), (0, 24, 12), (3, 6, 8)]"
727,s02e21_seg01_clip_01,"[('Sheldon', 'ask', 'Leonard'), ('Raj', 'ask', 'Sheldon'), ('Howard', 'hold', 'hand'), ('Leonard', 'sit', 'on'), ('Raj', 'sit', 'on'), ('Sheldon', 'sit', 'on'), ('Raj', 'eat', 'take out'), ('Sheldon', 'eat', 'take out'), ('Leonard', 'eat', 'take out')]","[(1, 28, 5), (4, 28, 5), (3, 41, 13), (4, 24, 10), (1, 24, 10), (0, 24, 10), (1, 14, 0), (3, 14, 0), (3, 14, 0)]"
728,s02e21_seg02_clip_00,"[('Howard', 'get', 'emotional'), ('Howard', 'discuss', 'feeling'), ('Leonard', 'discuss', 'to')]","[(3, 17, 21), (3, 0, 21), (4, 28, 5)]"
729,s02e21_seg02_clip_01,[],[]
730,s02e21_seg02_clip_02,"[('Penny', 'get', 'mail'), ('Sheldon', 'carry', 'bag'), ('Penny', 'walk', 'stair'), ('Sheldon', 'see', 'Penny'), ('Penny', 'enter', 'apartment'), ('Sheldon', 'enter', 'apartment'), ('Penny', 'hold', 'mail'), ('Sheldon', 'walk', 'stair'), ('Sheldon', 'hold', 'mail')]","[(2, 17, 9), (1, 6, 1), (2, 42, 0), (1, 19, 5), (2, 17, 0), (1, 17, 0), (2, 41, 9), (1, 42, 0), (1, 41, 9)]"
731,s02e21_seg02_clip_03,"[('Sheldon', 'ask', 'Penny'), ('Penny', 'arrive', 'floor')]","[(1, 28, 5), (2, 17, 0)]"
732,s02e21_seg02_clip_04,"[('Leonard', 'ask', 'Howard'), ('Howard', 'leave', 'room'), ('Raj', 'pick', 'bottle'), ('Raj', 'pick', 'condom')]","[(0, 28, 5), (3, 21, 0), (4, 11, 12), (4, 11, 22)]"
733,s02e21_seg02_clip_05,"[('Penny', 'enter', 'apartment'), ('Sheldon', 'enter', 'apartment'), ('Sheldon', 'enter', 'apartment'), ('Penny', 'look', 'for'), ('Sheldon', 'hold', 'bag'), ('Sheldon', 'walk', 'into'), ('Leonard', 'stand', 'next to'), ('Leonard', 'have', 'conversation'), ('Raj', 'stand', 'next to'), ('Raj', 'have', 'conversation')]","[(2, 17, 0), (1, 17, 0), (1, 17, 0), (1, 41, 1), (1, 17, 0), (1, 41, 1), (1, 33, 0), (2, 17, 2), (0, 30, 0), (4, 33, 0)]"
734,s02e21_seg02_clip_06,"[('Sheldon', 'call', 'Penny'), ('Penny', 'pick', 'phone')]","[(1, 29, 5), (2, 11, 8)]"
735,s02e21_seg02_clip_07,"[('Raj', 'hold', 'drink'), ('Raj', 'hold', 'a glass of drink')]","[(4, 41, 12), (4, 41, 12)]"
736,s02e21_seg02_clip_08,"[('Leonard', 'ask', 'Raj')]","[(0, 28, 5)]"
737,s02e21_seg02_clip_09,[],[]
738,s02e21_seg02_clip_10,"[('Sheldon', 'hold', 'fork'), ('Sheldon', 'eat', 'dinner'), ('Sheldon', 'hold', 'fork'), ('Penny', 'hold', 'fork'), ('Penny', 'eat', 'dinner'), ('Raj', 'ask', 'woman'), ('Raj', 'ask', 'woman')]","[(1, 41, 14), (1, 24, 12), (1, 41, 14), (2, 41, 14), (2, 24, 12), (4, 28, 5), (4, 28, 5)]"
739,s02e21_seg02_clip_11,"[('Raj', 'hold', 'glass'), ('Raj', 'proposition', 'Michaela'), ('Leonard', 'proposition', 'Michaela'), ('Leonard', 'talk', 'to')]","[(4, 41, 12), (1, 14, 0), (2, 14, 0), (2, 14, 0)]"
740,s02e21_seg02_clip_12,"[('Sheldon', 'sit', 'couch'), ('Sheldon', 'ask', 'Penny'), ('Sheldon', 'hold', 'can'), ('Sheldon', 'pick', 'can'), ('Penny', 'ask', 'Sheldon'), ('Sheldon', 'ask', 'question'), ('Sheldon', 'ask', 'Penny'), ('Sheldon', 'respond', 'Penny')]","[(1, 14, 0), (1, 28, 5), (1, 41, 10), (1, 11, 10), (2, 28, 5), (1, 28, 2), (1, 28, 5), (2, 2, 13)]"
741,s02e21_seg02_clip_13,"[('Sheldon', 'ask', 'Penny'), ('Penny', 'get', 'water'), ('Leonard', 'present', 'shrimps'), ('Penny', 'get', 'water'), ('Leonard', 'hold', 'plate')]","[(1, 28, 5), (2, 17, 12), (2, 17, 12), (0, 41, 12), (4, 31, 2)]"
742,s02e21_seg02_clip_14,"[('Sheldon', 'sit', 'couch'), ('Penny', 'put', 'pillow'), ('Penny', 'put', 'blanket')]","[(1, 14, 0), (2, 2, 0), (2, 2, 10)]"
743,s02e21_seg02_clip_15,"[('Howard', 'leave', 'chair'), ('Leonard', 'talk', 'Howard'), ('Howard', 'talk', 'Raj')]","[(3, 21, 0), (1, 14, 0), (1, 2, 13)]"
744,s02e21_seg02_clip_16,"[('Penny', 'wear', 'robe'), ('Howard', 'wear', 'shirt'), ('Sheldon', 'sleep', 'bedroom'), ('Penny', 'throw', 'cover')]","[(2, 9, 1), (3, 9, 1), (1, 36, 0), (2, 8, 10)]"
745,s02e21_seg02_clip_17,"[('Sheldon', 'wear', 'watch'), ('Sheldon', 'tell', 'Penny')]","[(1, 9, 23), (2, 14, 0)]"
746,s02e21_seg02_clip_18,"[('Sheldon', 'leave', 'apartment'), ('Sheldon', 'walk', 'hall'), ('Sheldon', 'speak', 'with'), ('Penny', 'leave', 'room')]","[(1, 21, 0), (1, 42, 0), (2, 21, 0), (1, 28, 5)]"
747,s02e22_seg01_clip_00,"[('Sheldon', 'smell', 'book'), ('Raj', 'call', 'invention')]","[(1, 18, 2), (4, 29, 8)]"
748,s02e22_seg01_clip_01,[],[]
749,s02e22_seg01_clip_02,"[('Sheldon', 'hold', 'book'), ('Sheldon', 'walk', 'over')]","[(1, 41, 2), (3, 31, 2)]"
750,s02e22_seg02_clip_00,"[('Leonard', 'wear', 'shirt'), ('Leonard', 'wear', 'jacket'), ('Penny', 'wear', 'jeanskirt'), ('Penny', 'talk', 'to'), ('Penny', 'get', 'thing'), ('Leonard', 'talk', 'to'), ('Penny', 'talk', 'to')]","[(0, 9, 1), (0, 9, 1), (0, 42, 0), (2, 42, 0), (2, 42, 0), (0, 17, 9), (2, 17, 9)]"
751,s02e22_seg02_clip_01,"[('Stuart', 'call', 'Sheldon'), ('Leonard', 'ask', 'Sheldon'), ('leonard', 'ask', 'Sheldon'), ('Sheldon', 'answer', 'Leonard'), ('Leonard', 'hold', 'fork')]","[(8, 29, 5), (0, 28, 5), (0, 41, 14), (0, 2, 8), (0, 11, 8)]"
752,s02e22_seg02_clip_02,"[('Leonard', 'hold', 'spoon'), ('Howard', 'put', 'a piece of paper'), ('Leonard', 'put', 'hand'), ('Leonard', 'take', 'hand')]","[(0, 41, 14), (3, 2, 2), (0, 2, 13), (0, 6, 13)]"
753,s02e22_seg02_clip_03,"[('Raj', 'carry', 'a piece of equipment'), ('Howard', 'carry', 'a piece of equipment'), ('Howard', 'touch', 'ear')]","[(4, 6, 8), (3, 6, 8), (3, 20, 13)]"
754,s02e22_seg02_clip_04,"[('Stuart', 'knock', 'door'), ('Leonard', 'enter', 'apartment'), ('Howard', 'enter', 'apartment'), ('Sheldon', 'enter', 'apartment'), ('Raj', 'pull', 'thing'), ('Howard', 'pull', 'thing')]","[(8, 4, 0), (0, 17, 0), (3, 17, 0), (1, 17, 0), (4, 2, 13), (0, 30, 0)]"
755,s02e22_seg02_clip_05,[],[]
756,s02e22_seg02_clip_06,"[('Stuart', 'visit', 'apartment'), ('Leonard', 'sit', 'chair'), ('Leonard', 'hold', 'a coil of wire')]","[(8, 17, 0), (0, 14, 0), (3, 37, 0)]"
757,s02e22_seg02_clip_07,[],[]
758,s02e22_seg02_clip_08,"[('Raj', 'stand', 'behind')]","[(2, 33, 0)]"
759,s02e22_seg02_clip_09,[],[]
760,s02e22_seg02_clip_10,"[('Raj', 'pull', 'meatloaf'), ('Raj', 'stand', 'next to'), ('Leonard', 'give', 'advice'), ('Leonard', 'enter', 'store'), ('Leonard', 'give', 'Penny'), ('Leonard', 'give', 'advice'), ('Leonard', 'give', 'Penny'), ('Stuart', 'enter', 'store')]","[(4, 40, 12), (0, 31, 2), (0, 17, 12), (0, 31, 5), (0, 31, 2), (0, 31, 5), (8, 17, 12), (3, 2, 2)]"
761,s02e22_seg02_clip_11,"[('Stuart', 'put', 'book'), ('Stuart', 'pick', 'clipboard'), ('Leonard', 'get', 'upset')]","[(8, 2, 2), (8, 11, 2), (0, 17, 21)]"
762,s02e22_seg02_clip_12,"[('Howard', 'walk', 'in'), ('Raj', 'eat', 'food'), ('Stuart', 'hold', 'pen'), ('Stuart', 'hold', 'clip')]","[(4, 24, 12), (8, 41, 2), (8, 41, 19), (1, 24, 12)]"
763,s02e22_seg02_clip_13,"[('Sheldon', 'hold', 'chopstick'), ('Sheldon', 'hold', 'plate'), ('Howard', 'get', 'fork'), ('Leonard', 'get', 'soy sauce'), ('Penny', 'ask', 'that'), ('Sheldon', 'hold', 'chopstick'), ('Sheldon', 'sit', 'couch'), ('Sheldon', 'hold', 'plate'), ('Howard', 'eat', 'food'), ('Penny', 'eat', 'food'), ('Raj', 'eat', 'food'), ('Leonard', 'eat', 'food'), ('Sheldon', 'eat', 'food')]","[(1, 41, 14), (1, 41, 12), (3, 17, 14), (0, 17, 12), (1, 41, 14), (1, 14, 0), (1, 41, 12), (3, 24, 12), (2, 24, 12), (4, 24, 12), (0, 24, 12), (1, 24, 12), (2, 35, 12)]"
764,s02e23_seg01_clip_00,[],[]
765,s02e23_seg02_clip_00,"[('Sheldon', 'wear', 'shirt'), ('Sheldon', 'wake', 'Leonard'), ('Sheldon', 'wear', 'jacket'), ('Sheldon', 'call', 'Leonard'), ('Sheldon', 'tap', 'door'), ('Leonard', 'close', 'door'), ('Sheldon', 'call', 'Leonard')]","[(1, 9, 1), (1, 9, 1), (1, 29, 5), (0, 33, 0), (1, 29, 5), (0, 30, 0), (1, 4, 0)]"
766,s02e23_seg02_clip_01,"[('Leonard', 'close', 'box'), ('Leonard', 'put', 'back'), ('Leonard', 'put', 'cup'), ('Leonard', 'pour', 'milk'), ('Sheldon', 'stand', 'outside'), ('Leonard', 'open', 'door'), ('Leonard', 'open', 'door'), ('Sheldon', 'enter', 'apartment'), ('Leonard', 'ask', 'Sheldon')]","[(0, 33, 2), (0, 2, 12), (0, 35, 12), (0, 30, 0), (0, 30, 0), (1, 17, 0), (0, 28, 5), (0, 35, 12), (0, 33, 0)]"
767,s02e23_seg02_clip_02,"[('Sheldon', 'get', 'headache'), ('Leonard', 'take', 'cup')]","[(1, 17, 21), (0, 6, 12)]"
768,s02e23_seg02_clip_03,"[('Howard', 'hold', 'cup'), ('Raj', 'hold', 'cup'), ('Leonard', 'hold', 'cup'), ('Raj', 'open', 'door'), ('Howard', 'open', 'door'), ('Leonard', 'open', 'door'), ('Sheldon', 'wait', 'for'), ('Sheldon', 'be', 'in'), ('Leonard', 'open', 'door'), ('Sheldon', 'leave', 'room'), ('Sheldon', 'finish', 'talk')]","[(3, 41, 12), (4, 41, 12), (0, 41, 12), (4, 30, 0), (3, 30, 0), (0, 30, 0), (0, 30, 0), (1, 21, 0), (1, 28, 5), (1, 28, 5), (1, 28, 5)]"
769,s02e23_seg02_clip_04,[],[]
770,s02e23_seg02_clip_05,"[('Raj', 'talk', 'to'), ('Howard', 'talk', 'to'), ('Howard', 'wear', 'pants'), ('Howard', 'ask', 'Raj'), ('Sheldon', 'agree', 'go'), ('Raaj', 'agree', 'go')]","[(3, 9, 1), (3, 28, 5), (1, 28, 5), (1, 28, 5), (1, 28, 5), (1, 21, 0)]"
771,s02e23_seg02_clip_06,"[('Sheldon', 'knock', 'door'), ('Sheldon', 'knock', 'door'), ('Penny', 'open', 'door'), ('Sheldon', 'knock', 'door')]","[(1, 4, 0), (1, 4, 0), (2, 30, 0), (1, 4, 0)]"
772,s02e23_seg02_clip_07,[],[]
773,s02e23_seg02_clip_08,"[('Leonard', 'ask', 'Sheldon'), ('Leonard', 'seem', 'upset'), ('Leonard', 'hold', 'notebook'), ('Leonard', 'ask', 'Sheldon'), ('Sheldon', 'be', 'gone')]","[(0, 28, 5), (0, 19, 21), (0, 41, 2), (0, 28, 5), (1, 6, 5)]"
774,s02e23_seg02_clip_09,[],[]
775,s02e23_seg02_clip_10,"[('Leonard', 'put', 'on')]","[(4, 30, 1)]"
776,s02e23_seg02_clip_11,[],[]
777,s02e23_seg02_clip_12,"[('Howard', 'sit', 'chair'), ('Howard', 'hold', 'phone'), ('Penny', 'hand', 'blanket'), ('Penny', 'open', 'door'), ('Penny', 'give', 'gift')]","[(3, 14, 0), (3, 41, 8), (2, 31, 10), (2, 30, 0), (2, 31, 10)]"
778,s02e23_seg02_clip_13,"[('Penny', 'say', 'see you later'), ('Sheldon', 'hold', 'mug'), ('Sheldon', 'sit', 'bed'), ('Leonard', 'knock', 'door'), ('Leonard', 'go', 'in'), ('Leonard', 'startle', 'Sheldon')]","[(1, 41, 12), (1, 14, 0), (0, 4, 0), (2, 31, 21), (0, 4, 0), (0, 17, 0)]"
779,s02e23_seg02_clip_14,"[('Sheldon', 'see', 'as'), ('Sheldon', 'speak', 'to')]","[(2, 31, 5), (0, 41, 7)]"
780,s02e23_seg02_clip_15,"[('Leonard', 'sit', 'bed'), ('Penny', 'open', 'door'), ('Leonard', 'knock', 'door'), ('Leonard', 'pull', 'back'), ('Leonard', 'scrunch', 'forehead'), ('Leonard', 'talk', 'to'), ('Sheldon', 'talk', 'to')]","[(0, 14, 0), (2, 30, 0), (0, 4, 0), (0, 14, 0), (0, 4, 0), (0, 4, 0), (1, 40, 21)]"
781,s02e23_seg02_clip_16,"[('Penny', 'wear', 'robe'), ('Penny', 'close', 'door'), ('Leonard', 'hold', 'blanket'), ('Leonard', 'be', 'at'), ('Penny', 'close', 'door'), ('Penny', 'shake', 'head'), ('Leonard', 'show', 'Penny'), ('Leonard', 'smile', 'at')]","[(2, 9, 1), (2, 33, 0), (0, 41, 10), (2, 33, 0), (2, 38, 13), (0, 21, 5), (0, 21, 5), (0, 28, 5)]"
782,s02e23_seg02_clip_17,"[('Sheldon', 'talk', 'equipment'), ('Sheldon', 'hold', 'clipboard')]","[(1, 41, 2), (3, 11, 19)]"
783,s02e23_seg02_clip_18,"[('Sheldon', 'get', 'from'), ('Sheldon', 'talk', 'to')]","[(1, 11, 1), (1, 11, 1)]"
784,s03e01_seg01_clip_00,"[('Sheldon', 'arrive', 'home'), ('Penny', 'shake', 'head'), ('Leonard', 'push', 'door')]","[(1, 17, 0), (2, 38, 13), (0, 5, 0)]"
785,s03e01_seg01_clip_01,"[('Sheldon', 'put', 'cell phone'), ('Sheldon', 'put', 'cell phone'), ('Sheldon', 'put', 'cellphone'), ('Leonard', 'talk', 'to'), ('Penny', 'open', 'door'), ('Penny', 'talk', 'to'), ('Sheldon', 'put', 'cell phone')]","[(1, 2, 8), (1, 2, 8), (1, 2, 8), (2, 30, 0), (1, 2, 8), (2, 26, 5), (2, 40, 5)]"
786,s03e01_seg02_clip_00,"[('Raj', 'say', 'great')]","[(1, 7, 12)]"
787,s03e01_seg02_clip_01,"[('Raj', 'sit', 'couch'), ('Howard', 'sit', 'couch'), ('Howard', 'talk', 'to'), ('Raj', 'sit', 'couch'), ('Howard', 'sit', 'couch')]","[(4, 14, 0), (3, 14, 0), (4, 14, 0), (3, 14, 0), (1, 14, 0)]"
788,s03e01_seg02_clip_02,"[('Sheldon', 'call', 'Leonard'), ('Sheldon', 'knock', 'door'), ('Leonard', 'say', 'Do not make a sound'), ('Howard', 'sit', 'in')]","[(1, 29, 5), (1, 4, 0), (1, 4, 0), (0, 26, 5)]"
789,s03e01_seg02_clip_03,"[('Leonard', 'kiss', 'Penny'), ('Penny', 'kiss', 'Leonard'), ('Penny', 'open', 'door'), ('Penny', 'kiss', 'Leonard')]","[(0, 26, 5), (2, 26, 5), (2, 30, 0), (2, 26, 5)]"
790,s03e01_seg02_clip_04,[],[]
791,s03e01_seg02_clip_05,"[('Leonard', 'try', 'kiss'), ('Sheldon', 'leave', 'room')]","[(1, 21, 0), (2, 30, 0)]"
792,s03e01_seg02_clip_06,"[('Sheldon', 'sit', 'bed')]","[(1, 14, 0)]"
793,s03e01_seg02_clip_07,"[('Leonard', 'sit', 'down'), ('Howard', 'sit', 'down'), ('Raj', 'walk', 'over'), ('Raj', 'carry', 'tray'), ('Raj', 'sit', 'dowm')]","[(4, 6, 12), (4, 14, 10), (4, 14, 10), (2, 14, 0), (1, 14, 0)]"
794,s03e01_seg02_clip_08,"[('Sheldon', 'enter', 'area'), ('Leonard', 'say', 'to')]","[(1, 17, 2), (1, 14, 10)]"
795,s03e01_seg02_clip_09,[],[]
796,s03e01_seg02_clip_10,"[('Penny', 'open', 'door'), ('Penny', 'say', 'Hi'), ('Sheldon', 'pick', 'tray'), ('Penny', 'hold', 'object')]","[(2, 30, 0), (1, 11, 12), (2, 41, 2), (0, 31, 10)]"
797,s03e01_seg02_clip_11,"[('Leonard', 'take', 'phone'), ('Leonard', 'answer', 'phone'), ('Leonard', 'take', 'cellphone'), ('Leonard', 'answer', 'phone'), ('Sheldon', 'speak', 'to'), ('Leonard', 'kiss', 'Penny'), ('Penny', 'kiss', 'Leonard'), ('Leonard', 'kiss', 'Penny')]","[(0, 6, 8), (0, 6, 8), (0, 26, 5), (2, 26, 5), (0, 26, 5), (2, 26, 5), (0, 26, 5), (2, 26, 5)]"
798,s03e01_seg02_clip_12,"[('Leonard', 'be', 'asked'), ('Penny', 'push', 'Leonard'), ('Leonard', 'suggest', 'Raj')]","[(2, 5, 5), (0, 26, 5), (2, 26, 5)]"
799,s03e01_seg02_clip_13,"[('Sheldon', 'hold', 'hand'), ('Sheldon', 'start', 'prayer'), ('Sheldon', 'hold', 'hand'), ('Sheldon', 'pick', 'food')]","[(1, 41, 13), (1, 41, 13), (1, 11, 12), (1, 14, 10)]"
800,s03e01_seg02_clip_14,"[('Howard', 'buy', 'hat'), ('Howard', 'buy', 'hat')]","[(3, 16, 1), (3, 16, 1)]"
801,s03e01_seg02_clip_15,"[('Raj', 'hope', 'see'), ('RAj', 'expect', 'see'), ('Raj', 'talk', 'to'), ('Howard', 'wear', 'hat'), ('Raj', 'say', ""this didn't look like Texas"")]","[(3, 9, 1), (3, 9, 1), (0, 17, 0), (4, 17, 0), (3, 17, 0)]"
802,s03e01_seg02_clip_16,[],[]
803,s03e01_seg02_clip_17,"[('Sheldon', 'leave', 'home')]","[(1, 21, 0)]"
804,s03e02_seg01_clip_00,[],[]
805,s03e02_seg01_clip_01,"[('Raj', 'call', 'dysfunction'), ('Raj', 'make', 'fun')]","[(4, 29, 2), (0, 41, 2)]"
806,s03e02_seg02_clip_00,"[('Leonard', 'sit', 'chair'), ('Leonard', 'take', 'food'), ('Leonard', 'pass', 'food')]","[(0, 14, 0), (0, 6, 12), (0, 31, 12)]"
807,s03e02_seg02_clip_01,"[('Penny', 'take', 'box'), ('Leonard', 'close', 'door'), ('Leonard', 'ask', 'Penny'), ('Leonard', 'close', 'door'), ('Leonard', 'close', 'door'), ('Leonard', 'talk', 'to'), ('Penny', 'talk', 'to')]","[(2, 6, 2), (0, 33, 0), (0, 28, 5), (0, 33, 0), (0, 33, 0), (1, 2, 12), (0, 21, 0)]"
808,s03e02_seg02_clip_02,"[('Leonard', 'give', 'Penny'), ('Penny', 'ask', 'Leonard'), ('Leonard', 'rub', 'finger'), ('Leonard', 'tell', 'Penny'), ('Leonard', 'walk', 'towards'), ('Penny', 'get', 'bottle'), ('Penny', 'walk', 'into'), ('Penny', 'pour', 'wine'), ('Penny', 'get', 'bottle'), ('Howard', 'explain', 'goddess')]","[(0, 31, 5), (2, 28, 5), (2, 17, 12), (2, 35, 12), (2, 17, 12), (3, 14, 0), (2, 31, 12), (2, 35, 12), (2, 2, 12), (2, 17, 12)]"
809,s03e02_seg02_clip_03,"[('Sheldon', 'discuss', 'life'), ('Sheldon', 'sit', 'couch'), ('Sheldon', 'look', 'watch'), ('Sheldon', 'pick', 'bowl')]","[(1, 0, 10), (1, 14, 0), (1, 11, 12), (1, 24, 12)]"
